Name,Roll_No,Batch,Semester,MATH101,PHY101,CHEM101,ENG101,CS101,MATH102,PHY102,EE101,ME101,CS102,MATH201,CS201,CS202,CS203,CS204,MATH202,CS205,CS206,CS207,CS208,MGT101,CS301,CS302,CS303,CS304,CS305,CS306,CS307,CS308,CS309,CS310,CS401,CS402,CS403,CS404,CS405,CS406,CS407,CS408,MGT201
Naina Menon,2022012,2022-26,3,,,,,,,,,,,90.45,77.68,89.23,76.8,98.07,,,,,,,,,,,,,,,,,,,,,,,,,
Naina Menon,2022012,2022-26,4,,,,,,,,,,,,,,,,91.24,89.54,100.0,85.92,74.1,90.42,,,,,,,,,,,,,,,,,,,
Naina Menon,2022012,2022-26,5,,,,,,,,,,,,,,,,,,,,,,91.14,97.68,100.0,100.0,91.47,,,,,,,,,,,,,,
Naina Menon,2022012,2022-26,6,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,88.79,77.79,71.34,89.41,,,,,,,,,
Tanvi Joshi,2022013,2022-26,1,91.31,86.53,80.67,75.64,94.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tanvi Joshi,2022013,2022-26,2,,,,,,68.25,99.6,89.45,97.7,70.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tanvi Joshi,2022013,2022-26,3,,,,,,,,,,,48.02,54.54,67.48,56.57,47.09,,,,,,,,,,,,,,,,,,,,,,,,,
Tanvi Joshi,2022013,2022-26,4,,,,,,,,,,,,,,,,66.9,44.96,70.89,51.76,70.51,61.39,,,,,,,,,,,,,,,,,,,
Tanvi Joshi,2022013,2022-26,5,,,,,,,,,,,,,,,,,,,,,,62.75,64.54,72.23,68.72,62.01,,,,,,,,,,,,,,
Tanvi Joshi,2022013,2022-26,6,,,,,,,,,,,,,,,,,,,,,,,,,,,68.3,46.23,72.1,57.72,55.98,,,,,,,,,
Naina Das,2022014,2022-26,1,26.75,31.14,37.6,64.22,39.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Naina Das,2022014,2022-26,2,,,,,,76.67,73.98,71.89,60.71,87.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Naina Das,2022014,2022-26,3,,,,,,,,,,,80.28,86.87,94.31,87.46,100.0,,,,,,,,,,,,,,,,,,,,,,,,,
Naina Das,2022014,2022-26,4,,,,,,,,,,,,,,,,80.73,70.98,61.2,69.35,70.13,53.44,,,,,,,,,,,,,,,,,,,
Naina Das,2022014,2022-26,5,,,,,,,,,,,,,,,,,,,,,,58.54,66.37,59.15,41.99,49.73,,,,,,,,,,,,,,
Naina Das,2022014,2022-26,6,,,,,,,,,,,,,,,,,,,,,,,,,,,68.13,88.62,55.03,73.95,83.78,,,,,,,,,
Sneha Yadav,2022015,2022-26,1,100.0,100.0,100.0,100.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sneha Yadav,2022015,2022-26,2,,,,,,51.22,83.36,77.8,74.31,97.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sneha Yadav,2022015,2022-26,3,,,,,,,,,,,55.85,79.79,51.56,54.37,58.41,,,,,,,,,,,,,,,,,,,,,,,,,
Sneha Yadav,2022015,2022-26,4,,,,,,,,,,,,,,,,84.69,69.68,77.29,76.54,81.84,86.87,,,,,,,,,,,,,,,,,,,
Sneha Yadav,2022015,2022-26,5,,,,,,,,,,,,,,,,,,,,,,58.51,86.91,78.8,90.12,80.72,,,,,,,,,,,,,,
Sneha Yadav,2022015,2022-26,6,,,,,,,,,,,,,,,,,,,,,,,,,,,91.19,99.98,91.74,85.54,100.0,,,,,,,,,
Harsh Mehta,2022016,2022-26,1,89.07,70.57,70.45,86.26,84.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Harsh Mehta,2022016,2022-26,2,,,,,,62.2,76.67,67.74,49.38,59.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Harsh Mehta,2022016,2022-26,3,,,,,,,,,,,54.05,53.79,53.15,45.37,56.65,,,,,,,,,,,,,,,,,,,,,,,,,
Harsh Mehta,2022016,2022-26,4,,,,,,,,,,,,,,,,32.3,82.12,72.48,57.83,61.78,49.87,,,,,,,,,,,,,,,,,,,
Harsh Mehta,2022016,2022-26,5,,,,,,,,,,,,,,,,,,,,,,100.0,97.0,100.0,97.19,82.07,,,,,,,,,,,,,,
Harsh Mehta,2022016,2022-26,6,,,,,,,,,,,,,,,,,,,,,,,,,,,65.14,59.28,61.64,62.91,63.01,,,,,,,,,
Amit Iyer,2022017,2022-26,1,60.18,63.61,57.94,80.56,49.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amit Iyer,2022017,2022-26,2,,,,,,100.0,84.28,61.27,83.69,86.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amit Iyer,2022017,2022-26,3,,,,,,,,,,,49.69,70.14,61.49,45.6,38.87,,,,,,,,,,,,,,,,,,,,,,,,,
Amit Iyer,2022017,2022-26,4,,,,,,,,,,,,,,,,62.96,70.06,59.74,70.21,84.45,73.25,,,,,,,,,,,,,,,,,,,
Amit Iyer,2022017,2022-26,5,,,,,,,,,,,,,,,,,,,,,,67.45,65.71,81.09,63.01,69.73,,,,,,,,,,,,,,
Amit Iyer,2022017,2022-26,6,,,,,,,,,,,,,,,,,,,,,,,,,,,65.75,57.04,74.0,70.16,75.77,,,,,,,,,
Ishaan Pillai,2022018,2022-26,1,74.2,53.23,79.12,44.52,66.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ishaan Pillai,2022018,2022-26,2,,,,,,69.18,81.38,89.93,54.96,82.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ishaan Pillai,2022018,2022-26,3,,,,,,,,,,,22.94,48.89,26.78,20.86,30.62,,,,,,,,,,,,,,,,,,,,,,,,,
Ishaan Pillai,2022018,2022-26,4,,,,,,,,,,,,,,,,82.7,90.51,100.0,100.0,99.98,88.63,,,,,,,,,,,,,,,,,,,
Ishaan Pillai,2022018,2022-26,5,,,,,,,,,,,,,,,,,,,,,,100.0,100.0,93.31,100.0,99.83,,,,,,,,,,,,,,
Ishaan Pillai,2022018,2022-26,6,,,,,,,,,,,,,,,,,,,,,,,,,,,89.47,83.76,64.19,88.73,78.09,,,,,,,,,
Ishita Kumar,2022019,2022-26,1,94.97,69.19,79.95,74.99,64.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ishita Kumar,2022019,2022-26,2,,,,,,100.0,56.8,74.88,81.61,76.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ishita Kumar,2022019,2022-26,3,,,,,,,,,,,55.31,70.63,60.74,46.4,80.25,,,,,,,,,,,,,,,,,,,,,,,,,
Ishita Kumar,2022019,2022-26,4,,,,,,,,,,,,,,,,84.89,86.67,95.12,86.62,93.42,81.4,,,,,,,,,,,,,,,,,,,
Ishita Kumar,2022019,2022-26,5,,,,,,,,,,,,,,,,,,,,,,92.89,91.62,76.98,92.55,81.36,,,,,,,,,,,,,,
Ishita Kumar,2022019,2022-26,6,,,,,,,,,,,,,,,,,,,,,,,,,,,52.27,49.76,81.67,73.74,79.63,,,,,,,,,
Ojas Verma,2022020,2022-26,1,52.37,38.72,44.7,42.48,64.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ojas Verma,2022020,2022-26,2,,,,,,74.74,70.1,87.09,49.26,76.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ojas Verma,2022020,2022-26,3,,,,,,,,,,,77.46,97.27,90.56,84.92,78.96,,,,,,,,,,,,,,,,,,,,,,,,,
Ojas Verma,2022020,2022-26,4,,,,,,,,,,,,,,,,79.71,59.22,67.03,51.3,51.41,70.03,,,,,,,,,,,,,,,,,,,
Ojas Verma,2022020,2022-26,5,,,,,,,,,,,,,,,,,,,,,,45.6,50.1,50.87,47.97,53.71,,,,,,,,,,,,,,
Ojas Verma,2022020,2022-26,6,,,,,,,,,,,,,,,,,,,,,,,,,,,87.74,70.53,77.55,92.34,89.34,,,,,,,,,
Krishna Patel,2022021,2022-26,1,52.92,29.62,49.88,68.38,39.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Krishna Patel,2022021,2022-26,2,,,,,,65.13,42.06,51.16,63.45,51.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Krishna Patel,2022021,2022-26,3,,,,,,,,,,,73.9,70.68,69.13,63.07,70.16,,,,,,,,,,,,,,,,,,,,,,,,,
Krishna Patel,2022021,2022-26,4,,,,,,,,,,,,,,,,72.72,63.17,66.32,58.24,67.79,60.03,,,,,,,,,,,,,,,,,,,
Krishna Patel,2022021,2022-26,5,,,,,,,,,,,,,,,,,,,,,,55.88,55.42,61.12,48.98,57.37,,,,,,,,,,,,,,
Krishna Patel,2022021,2022-26,6,,,,,,,,,,,,,,,,,,,,,,,,,,,82.71,70.01,79.76,81.9,78.33,,,,,,,,,
Aditi Reddy,2022022,2022-26,1,40.31,60.83,35.1,31.42,42.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aditi Reddy,2022022,2022-26,2,,,,,,86.61,62.11,82.0,80.59,73.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aditi Reddy,2022022,2022-26,3,,,,,,,,,,,85.37,83.8,63.65,83.28,74.43,,,,,,,,,,,,,,,,,,,,,,,,,
Aditi Reddy,2022022,2022-26,4,,,,,,,,,,,,,,,,71.83,69.59,83.01,70.26,59.9,67.16,,,,,,,,,,,,,,,,,,,
Aditi Reddy,2022022,2022-26,5,,,,,,,,,,,,,,,,,,,,,,84.97,78.71,64.18,97.53,75.33,,,,,,,,,,,,,,
Aditi Reddy,2022022,2022-26,6,,,,,,,,,,,,,,,,,,,,,,,,,,,87.61,94.46,97.53,100.0,99.7,,,,,,,,,
Jiya Shah,2022023,2022-26,1,79.93,77.37,86.41,92.41,80.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jiya Shah,2022023,2022-26,2,,,,,,100.0,76.81,77.61,84.57,89.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jiya Shah,2022023,2022-26,3,,,,,,,,,,,75.65,66.37,62.53,47.77,48.97,,,,,,,,,,,,,,,,,,,,,,,,,
Jiya Shah,2022023,2022-26,4,,,,,,,,,,,,,,,,52.89,84.34,72.63,100.0,97.29,72.4,,,,,,,,,,,,,,,,,,,
Jiya Shah,2022023,2022-26,5,,,,,,,,,,,,,,,,,,,,,,78.36,85.44,52.02,50.54,62.18,,,,,,,,,,,,,,
Jiya Shah,2022023,2022-26,6,,,,,,,,,,,,,,,,,,,,,,,,,,,83.71,89.44,66.74,55.58,87.32,,,,,,,,,
Kunal Kumar,2022024,2022-26,1,37.39,59.03,65.51,56.36,53.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kunal Kumar,2022024,2022-26,2,,,,,,63.9,54.13,60.46,72.82,70.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kunal Kumar,2022024,2022-26,3,,,,,,,,,,,62.57,70.71,50.75,74.31,86.81,,,,,,,,,,,,,,,,,,,,,,,,,
Kunal Kumar,2022024,2022-26,4,,,,,,,,,,,,,,,,42.03,51.18,60.42,43.41,40.97,28.2,,,,,,,,,,,,,,,,,,,
Kunal Kumar,2022024,2022-26,5,,,,,,,,,,,,,,,,,,,,,,91.97,74.33,71.33,74.77,71.44,,,,,,,,,,,,,,
Kunal Kumar,2022024,2022-26,6,,,,,,,,,,,,,,,,,,,,,,,,,,,66.04,60.06,57.98,48.05,70.84,,,,,,,,,
Priya Mehta,2022025,2022-26,1,74.44,89.99,74.99,72.15,72.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Priya Mehta,2022025,2022-26,2,,,,,,48.15,25.12,31.15,22.68,42.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Priya Mehta,2022025,2022-26,3,,,,,,,,,,,64.48,57.32,56.02,72.39,62.24,,,,,,,,,,,,,,,,,,,,,,,,,
Priya Mehta,2022025,2022-26,4,,,,,,,,,,,,,,,,65.89,76.56,87.78,80.61,70.62,77.32,,,,,,,,,,,,,,,,,,,
Priya Mehta,2022025,2022-26,5,,,,,,,,,,,,,,,,,,,,,,66.47,63.13,64.75,68.51,56.46,,,,,,,,,,,,,,
Priya Mehta,2022025,2022-26,6,,,,,,,,,,,,,,,,,,,,,,,,,,,40.88,38.76,42.59,56.36,45.83,,,,,,,,,
Kunal Kulkarni,2022026,2022-26,1,78.05,58.02,84.25,85.81,67.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kunal Kulkarni,2022026,2022-26,2,,,,,,67.74,77.28,63.66,58.37,72.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kunal Kulkarni,2022026,2022-26,3,,,,,,,,,,,64.17,56.3,64.15,70.84,67.7,,,,,,,,,,,,,,,,,,,,,,,,,
Kunal Kulkarni,2022026,2022-26,4,,,,,,,,,,,,,,,,66.04,84.45,60.98,77.61,84.56,77.55,,,,,,,,,,,,,,,,,,,
Kunal Kulkarni,2022026,2022-26,5,,,,,,,,,,,,,,,,,,,,,,61.68,77.32,52.73,57.26,62.99,,,,,,,,,,,,,,
Kunal Kulkarni,2022026,2022-26,6,,,,,,,,,,,,,,,,,,,,,,,,,,,92.36,78.88,85.46,82.42,81.47,,,,,,,,,
Nidhi Joshi,2022027,2022-26,1,70.97,100.0,92.97,95.59,80.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nidhi Joshi,2022027,2022-26,2,,,,,,53.42,62.5,72.69,80.71,56.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nidhi Joshi,2022027,2022-26,3,,,,,,,,,,,63.0,50.56,70.43,57.28,62.56,,,,,,,,,,,,,,,,,,,,,,,,,
Nidhi Joshi,2022027,2022-26,4,,,,,,,,,,,,,,,,55.33,63.15,61.06,59.5,55.94,66.42,,,,,,,,,,,,,,,,,,,
Nidhi Joshi,2022027,2022-26,5,,,,,,,,,,,,,,,,,,,,,,96.2,100.0,80.9,96.38,83.83,,,,,,,,,,,,,,
Nidhi Joshi,2022027,2022-26,6,,,,,,,,,,,,,,,,,,,,,,,,,,,40.45,59.77,57.35,50.28,32.52,,,,,,,,,
Aryan Pandey,2022028,2022-26,1,70.07,68.81,48.62,58.15,66.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aryan Pandey,2022028,2022-26,2,,,,,,56.08,76.42,79.47,86.54,84.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aryan Pandey,2022028,2022-26,3,,,,,,,,,,,70.74,59.66,74.81,88.75,92.67,,,,,,,,,,,,,,,,,,,,,,,,,
Aryan Pandey,2022028,2022-26,4,,,,,,,,,,,,,,,,84.95,84.45,75.1,79.36,97.35,71.23,,,,,,,,,,,,,,,,,,,
Aryan Pandey,2022028,2022-26,5,,,,,,,,,,,,,,,,,,,,,,91.0,100.0,80.15,100.0,86.85,,,,,,,,,,,,,,
Aryan Pandey,2022028,2022-26,6,,,,,,,,,,,,,,,,,,,,,,,,,,,50.96,58.87,40.32,33.78,47.85,,,,,,,,,
Aarav Mukherjee,2022029,2022-26,1,74.17,78.18,68.09,87.24,70.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aarav Mukherjee,2022029,2022-26,2,,,,,,48.69,62.18,61.44,74.41,69.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aarav Mukherjee,2022029,2022-26,3,,,,,,,,,,,54.03,59.02,67.59,61.18,59.92,,,,,,,,,,,,,,,,,,,,,,,,,
Aarav Mukherjee,2022029,2022-26,4,,,,,,,,,,,,,,,,74.78,83.4,57.57,67.41,63.18,74.69,,,,,,,,,,,,,,,,,,,
Aarav Mukherjee,2022029,2022-26,5,,,,,,,,,,,,,,,,,,,,,,82.48,64.55,84.33,97.59,93.83,,,,,,,,,,,,,,
Aarav Mukherjee,2022029,2022-26,6,,,,,,,,,,,,,,,,,,,,,,,,,,,73.62,63.63,81.58,68.08,98.26,,,,,,,,,
Meera Singh,2022030,2022-26,1,72.75,72.44,77.63,76.16,89.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Meera Singh,2022030,2022-26,2,,,,,,65.48,91.7,73.29,80.48,66.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Meera Singh,2022030,2022-26,3,,,,,,,,,,,78.56,56.55,95.6,88.35,71.47,,,,,,,,,,,,,,,,,,,,,,,,,
Meera Singh,2022030,2022-26,4,,,,,,,,,,,,,,,,56.94,54.33,57.02,55.38,58.53,67.94,,,,,,,,,,,,,,,,,,,
Meera Singh,2022030,2022-26,5,,,,,,,,,,,,,,,,,,,,,,68.02,92.15,94.93,100.0,67.29,,,,,,,,,,,,,,
Meera Singh,2022030,2022-26,6,,,,,,,,,,,,,,,,,,,,,,,,,,,52.82,79.17,68.16,92.88,65.9,,,,,,,,,
Jiya Yadav,2022031,2022-26,1,39.95,24.91,52.17,24.01,44.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jiya Yadav,2022031,2022-26,2,,,,,,35.63,55.27,42.44,30.2,38.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jiya Yadav,2022031,2022-26,3,,,,,,,,,,,75.0,56.6,76.2,43.23,63.97,,,,,,,,,,,,,,,,,,,,,,,,,
Jiya Yadav,2022031,2022-26,4,,,,,,,,,,,,,,,,69.01,62.9,48.62,52.83,64.66,61.89,,,,,,,,,,,,,,,,,,,
Jiya Yadav,2022031,2022-26,5,,,,,,,,,,,,,,,,,,,,,,56.5,68.27,56.14,60.43,83.01,,,,,,,,,,,,,,
Jiya Yadav,2022031,2022-26,6,,,,,,,,,,,,,,,,,,,,,,,,,,,30.13,56.48,41.86,45.46,40.83,,,,,,,,,
Tanvi Sinha,2022032,2022-26,1,82.09,74.12,74.73,51.94,54.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tanvi Sinha,2022032,2022-26,2,,,,,,19.32,36.98,32.58,25.2,27.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tanvi Sinha,2022032,2022-26,3,,,,,,,,,,,61.71,67.33,43.51,62.66,68.99,,,,,,,,,,,,,,,,,,,,,,,,,
Tanvi Sinha,2022032,2022-26,4,,,,,,,,,,,,,,,,70.78,91.92,62.73,67.71,56.39,65.59,,,,,,,,,,,,,,,,,,,
Tanvi Sinha,2022032,2022-26,5,,,,,,,,,,,,,,,,,,,,,,78.85,66.71,78.97,91.53,81.39,,,,,,,,,,,,,,
Tanvi Sinha,2022032,2022-26,6,,,,,,,,,,,,,,,,,,,,,,,,,,,82.06,91.93,87.22,74.92,87.62,,,,,,,,,
Myra Sinha,2022033,2022-26,1,48.8,57.02,58.1,43.23,65.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Myra Sinha,2022033,2022-26,2,,,,,,71.53,63.2,77.13,74.12,79.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Myra Sinha,2022033,2022-26,3,,,,,,,,,,,44.48,60.67,61.5,70.89,57.57,,,,,,,,,,,,,,,,,,,,,,,,,
Myra Sinha,2022033,2022-26,4,,,,,,,,,,,,,,,,76.06,100.0,92.94,100.0,95.98,100.0,,,,,,,,,,,,,,,,,,,
Myra Sinha,2022033,2022-26,5,,,,,,,,,,,,,,,,,,,,,,53.2,78.39,63.05,66.41,76.54,,,,,,,,,,,,,,
Myra Sinha,2022033,2022-26,6,,,,,,,,,,,,,,,,,,,,,,,,,,,60.48,48.62,53.2,55.24,39.52,,,,,,,,,
Divya Gupta,2022034,2022-26,1,71.83,67.18,57.69,60.75,55.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Divya Gupta,2022034,2022-26,2,,,,,,88.35,92.67,100.0,82.58,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Divya Gupta,2022034,2022-26,3,,,,,,,,,,,63.34,43.32,44.62,28.14,42.5,,,,,,,,,,,,,,,,,,,,,,,,,
Divya Gupta,2022034,2022-26,4,,,,,,,,,,,,,,,,48.33,53.03,63.98,56.48,57.48,43.45,,,,,,,,,,,,,,,,,,,
Divya Gupta,2022034,2022-26,5,,,,,,,,,,,,,,,,,,,,,,74.78,49.44,73.35,54.36,56.81,,,,,,,,,,,,,,
Divya Gupta,2022034,2022-26,6,,,,,,,,,,,,,,,,,,,,,,,,,,,98.77,84.95,82.17,85.5,89.44,,,,,,,,,
Krishna Desai,2022035,2022-26,1,83.41,89.56,99.75,87.18,86.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Krishna Desai,2022035,2022-26,2,,,,,,20.91,51.1,46.27,42.07,49.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Krishna Desai,2022035,2022-26,3,,,,,,,,,,,80.37,69.96,61.62,79.0,66.92,,,,,,,,,,,,,,,,,,,,,,,,,
Krishna Desai,2022035,2022-26,4,,,,,,,,,,,,,,,,73.12,71.4,78.74,78.03,82.7,75.21,,,,,,,,,,,,,,,,,,,
Krishna Desai,2022035,2022-26,5,,,,,,,,,,,,,,,,,,,,,,38.13,50.39,39.48,39.99,52.32,,,,,,,,,,,,,,
Krishna Desai,2022035,2022-26,6,,,,,,,,,,,,,,,,,,,,,,,,,,,43.89,57.71,54.48,49.66,57.57,,,,,,,,,
Sneha Reddy,2022036,2022-26,1,77.28,80.44,95.51,73.94,80.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sneha Reddy,2022036,2022-26,2,,,,,,53.9,56.51,57.57,65.96,85.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sneha Reddy,2022036,2022-26,3,,,,,,,,,,,55.09,58.63,63.22,61.89,72.1,,,,,,,,,,,,,,,,,,,,,,,,,
Sneha Reddy,2022036,2022-26,4,,,,,,,,,,,,,,,,9.73,28.65,44.58,17.95,3.53,39.32,,,,,,,,,,,,,,,,,,,
Sneha Reddy,2022036,2022-26,5,,,,,,,,,,,,,,,,,,,,,,62.75,63.8,63.96,74.76,67.39,,,,,,,,,,,,,,
Sneha Reddy,2022036,2022-26,6,,,,,,,,,,,,,,,,,,,,,,,,,,,48.86,68.84,66.15,74.85,72.03,,,,,,,,,
Rajesh Sharma,2022037,2022-26,1,63.37,82.42,87.55,100.0,77.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rajesh Sharma,2022037,2022-26,2,,,,,,56.83,50.95,83.31,74.81,86.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rajesh Sharma,2022037,2022-26,3,,,,,,,,,,,54.6,68.09,53.6,52.16,49.48,,,,,,,,,,,,,,,,,,,,,,,,,
Rajesh Sharma,2022037,2022-26,4,,,,,,,,,,,,,,,,59.99,40.33,51.48,30.81,34.64,60.79,,,,,,,,,,,,,,,,,,,
Rajesh Sharma,2022037,2022-26,5,,,,,,,,,,,,,,,,,,,,,,79.32,64.01,46.37,73.71,58.89,,,,,,,,,,,,,,
Rajesh Sharma,2022037,2022-26,6,,,,,,,,,,,,,,,,,,,,,,,,,,,80.73,65.05,82.12,100.0,85.41,,,,,,,,,
Meera Yadav,2022038,2022-26,1,79.89,71.24,71.23,58.22,71.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Meera Yadav,2022038,2022-26,2,,,,,,77.17,99.78,84.61,76.65,95.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Meera Yadav,2022038,2022-26,3,,,,,,,,,,,73.29,62.78,65.1,70.63,68.61,,,,,,,,,,,,,,,,,,,,,,,,,
Meera Yadav,2022038,2022-26,4,,,,,,,,,,,,,,,,28.85,49.36,38.75,34.83,26.48,29.27,,,,,,,,,,,,,,,,,,,
Meera Yadav,2022038,2022-26,5,,,,,,,,,,,,,,,,,,,,,,38.66,33.69,30.01,38.99,43.31,,,,,,,,,,,,,,
Meera Yadav,2022038,2022-26,6,,,,,,,,,,,,,,,,,,,,,,,,,,,86.28,100.0,100.0,93.61,100.0,,,,,,,,,
Meera Joshi,2022039,2022-26,1,64.99,78.23,69.19,68.22,58.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Meera Joshi,2022039,2022-26,2,,,,,,45.65,59.81,32.47,37.19,49.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Meera Joshi,2022039,2022-26,3,,,,,,,,,,,47.3,50.99,41.57,45.49,62.26,,,,,,,,,,,,,,,,,,,,,,,,,
Meera Joshi,2022039,2022-26,4,,,,,,,,,,,,,,,,34.41,44.09,57.71,48.42,45.74,50.83,,,,,,,,,,,,,,,,,,,
Meera Joshi,2022039,2022-26,5,,,,,,,,,,,,,,,,,,,,,,48.76,47.65,39.72,53.87,32.54,,,,,,,,,,,,,,
Meera Joshi,2022039,2022-26,6,,,,,,,,,,,,,,,,,,,,,,,,,,,88.46,83.55,86.72,85.85,99.12,,,,,,,,,
Kavya Sinha,2022040,2022-26,1,46.22,64.21,47.89,62.86,70.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kavya Sinha,2022040,2022-26,2,,,,,,70.79,52.44,71.52,65.97,68.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kavya Sinha,2022040,2022-26,3,,,,,,,,,,,43.71,65.35,39.68,57.14,69.73,,,,,,,,,,,,,,,,,,,,,,,,,
Kavya Sinha,2022040,2022-26,4,,,,,,,,,,,,,,,,92.36,83.13,66.34,73.15,72.4,57.06,,,,,,,,,,,,,,,,,,,
Kavya Sinha,2022040,2022-26,5,,,,,,,,,,,,,,,,,,,,,,50.29,35.53,56.37,53.4,39.17,,,,,,,,,,,,,,
Kavya Sinha,2022040,2022-26,6,,,,,,,,,,,,,,,,,,,,,,,,,,,83.22,78.33,72.82,81.98,82.87,,,,,,,,,
Diya Pillai,2022041,2022-26,1,66.36,77.38,86.57,68.64,95.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diya Pillai,2022041,2022-26,2,,,,,,62.44,55.39,64.35,44.69,56.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diya Pillai,2022041,2022-26,3,,,,,,,,,,,54.97,63.56,60.08,29.9,74.04,,,,,,,,,,,,,,,,,,,,,,,,,
Diya Pillai,2022041,2022-26,4,,,,,,,,,,,,,,,,66.66,76.0,76.19,67.76,76.41,68.35,,,,,,,,,,,,,,,,,,,
Diya Pillai,2022041,2022-26,5,,,,,,,,,,,,,,,,,,,,,,57.07,49.61,65.39,69.79,69.08,,,,,,,,,,,,,,
Diya Pillai,2022041,2022-26,6,,,,,,,,,,,,,,,,,,,,,,,,,,,85.54,76.97,90.7,68.72,73.29,,,,,,,,,
Ayaan Pandey,2022042,2022-26,1,66.34,64.96,60.41,66.26,46.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ayaan Pandey,2022042,2022-26,2,,,,,,73.98,83.7,74.08,71.38,80.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ayaan Pandey,2022042,2022-26,3,,,,,,,,,,,76.46,82.53,72.56,58.16,85.15,,,,,,,,,,,,,,,,,,,,,,,,,
Ayaan Pandey,2022042,2022-26,4,,,,,,,,,,,,,,,,81.75,59.64,75.63,56.95,92.83,68.27,,,,,,,,,,,,,,,,,,,
Ayaan Pandey,2022042,2022-26,5,,,,,,,,,,,,,,,,,,,,,,98.29,79.83,77.5,92.33,80.39,,,,,,,,,,,,,,
